prune_ratio,final_mAP
0.1,0.3416869860899133
0.2,0.34044984622685864
0.3,0.3556807930793079
0.4,0.32965668323781766
0.5,0.342431731664215
0.6,0.34145691217473395
0.7,0.338875332438722
0.8,0.328911410809818
0.9,0.30369888720473776
0,0.34774556591478234
